PMID	date	journal	Country	mesh
16335001	2005	Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi	China	Adolescent|Adult|Age Factors|Antibody Formation|Canada|Child|Child, Preschool|Drug-Related Side Effects and Adverse Reactions|Female|Humans|Infant|Injections|Male|Middle Aged|Orthomyxoviridae|Time Factors|Viral Vaccines|Young Adult
17136931	2005	Chronic illness	England	Asthma|Child|China|Follow-Up Studies|Humans|Patient Compliance|Prevalence|Questionnaires|Self Care|Treatment Outcome|Urban Population
16287132	2006	Head & neck	United States	Adult|Aged|Aged, 80 and over|Carcinoma, Squamous Cell|Dose Fractionation|Female|Head and Neck Neoplasms|Humans|Male|Middle Aged|Multivariate Analysis|Nutritional Support|Outcome Assessment (Health Care)|Prognosis|Proportional Hazards Models|Prospective Studies|Stomatitis|Weight Loss
16398773	2006	BJOG : an international journal of obstetrics and gynaecology	England	Abortifacient Agents, Nonsteroidal|Abortion, Induced|Administration, Intravaginal|Administration, Oral|Adult|Female|Gravidity|Home Care Services|Humans|Misoprostol|Patient Satisfaction|Pregnancy|Self Administration
16450089	2006	Supportive care in cancer : official journal of the Multinational Association of Supportive Care in Cancer	Germany	Acetylcysteine|Adult|Aged|Antineoplastic Agents|Chemotherapy, Adjuvant|Colorectal Neoplasms|Female|Free Radical Scavengers|Humans|Male|Middle Aged|Neuroprotective Agents|Organoplatinum Compounds|Pilot Projects|Postoperative Care
16505653	2006	Critical care medicine	United States	Analysis of Variance|Continuous Positive Airway Pressure|Female|Humans|Male|Middle Aged|Prospective Studies|Respiratory Function Tests|Ventilator Weaning|Work of Breathing
16557405	2006	Der Chirurg; Zeitschrift f?r alle Gebiete der operativen Medizen	Germany	Activities of Daily Living|Cross-Over Studies|Follow-Up Studies|Hernia, Inguinal|Humans|Male|Observation|Postoperative Complications|Prosthesis Implantation|Quality of Life|Recurrence|Surgical Mesh
16624438	2006	Diabetes research and clinical practice	United States	Adipose Tissue|Blood Glucose|Body Mass Index|Body Size|Body Weight|C-Reactive Protein|Humans|Hypoglycemic Agents|Insulin|Insulin Resistance|Leptin|Obesity|Weight Loss
16686813	2006	Journal of general internal medicine	United States	Analgesics, Opioid|Attitude of Health Personnel|Chronic Disease|Decision Making|Humans|Internal Medicine|Methadone|Pain|Patient Participation|Patient-Centered Care|Physician's Practice Patterns|Pilot Projects|Videotape Recording
16752625	2006	The International journal of prosthodontics	United States	Adult|Aftercare|Aged|Aged, 80 and over|Dental Care|Dental Implants|Dental Prosthesis, Implant-Supported|Dental Restoration Failure|Denture Retention|Denture, Complete, Lower|Denture, Overlay|Female|Follow-Up Studies|Humans|Jaw, Edentulous|Male|Mandible|Middle Aged|Patient Satisfaction|Prospective Studies|Time Factors|Treatment Outcome|Vestibuloplasty
16803808	2006	Journal of the American Dental Association (1939)	United States	Cariostatic Agents|Counseling|DMF Index|Dental Caries|Dental Caries Susceptibility|Dentists|Female|Fluorides, Topical|Follow-Up Studies|Health Education, Dental|Humans|Infant|Interviews as Topic|Male|Mothers|Motivation|Pamphlets|Patient Compliance|Professional-Family Relations|Videotape Recording
16860190	2006	American journal of kidney diseases : the official journal of the National Kidney Foundation	United States	Adult|Aged|Aged, 80 and over|Cholesterol, HDL|Chronic Disease|Erythropoietin|Female|Hemoglobins|Humans|Kidney Diseases|Male|Middle Aged|Renal Dialysis
16912619	2006	Pediatric emergency care	United States	Administration, Oral|Betamethasone|Child|Child, Preschool|Croup|Dexamethasone|Emergency Treatment|Female|Glucocorticoids|Humans|Infant|Injections, Intramuscular|Male|Prospective Studies|Severity of Illness Index|Time Factors
16965592	2006	Transfusion	United States	Adult|Aged|Blood Transfusion, Autologous|Dose-Response Relationship, Drug|Erythrocyte Count|Erythrocytes|Erythropoiesis|Erythropoietin|Female|Humans|Iron|Male|Middle Aged|Recombinant Proteins
17031011	2006	Journal of the American College of Nutrition	United States	Analysis of Variance|Bifidobacterium|Defecation|Female|Humans|Infant|Infant Behavior|Infant Formula|Infant, Newborn|Lactobacillus reuteri|Male|Pilot Projects|Probiotics|Prospective Studies|Safety
17090988	2006	Taehan Kanho Hakhoe chi	Korea (South)	Blood Specimen Collection|Female|Heart Rate|Heel|Humans|Infant, Newborn|Male|Neonatal Nursing|Oximetry|Pain|Pain Management|Pain Measurement|Punctures|Therapeutic Touch
17168363	2006	Voprosy onkologii	Russia (Federation)	Adult|Antineoplastic Combined Chemotherapy Protocols|Dose Fractionation|Drug Resistance, Neoplasm|Female|Hodgkin Disease|Humans|Male|Middle Aged|Prospective Studies|Radiotherapy Dosage|Radiotherapy, Adjuvant|Treatment Outcome
16837516	2007	European journal of public health	England	Adaptation, Psychological|Adolescent|Adult|Affective Symptoms|Cost-Benefit Analysis|Family Practice|Female|Humans|Intervention Studies|Male|Mental Disorders|Middle Aged|Netherlands|Patient Education as Topic|Problem Solving|Program Evaluation|Rehabilitation, Vocational|Sick Leave|Social Work, Psychiatric|Time Factors
17113179	2007	Diabetes research and clinical practice	Ireland	Adult|Diabetes, Gestational|Female|Glyburide|Humans|India|Insulin|Pregnancy
17203469	2007	Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions	United States	Aged|Angioplasty, Balloon, Coronary|Drug Administration Schedule|Drug Therapy, Combination|Female|Hemorrhage|Humans|Incidence|Kaplan-Meier Estimate|Male|Middle Aged|Myocardial Infarction|Odds Ratio|Peptides|Platelet Aggregation Inhibitors|Platelet Glycoprotein GPIIb-IIIa Complex|Pyridines|Retrospective Studies|Risk Assessment|Stents|Ticlopidine|Time Factors|Treatment Outcome
17264089	2007	Rheumatology (Oxford, England)	England	Aged|Antirheumatic Agents|Arthritis, Rheumatoid|Disease Progression|Epidemiologic Methods|Female|Health Status Indicators|Humans|Male|Middle Aged|Quality of Life|Severity of Illness Index|Socioeconomic Factors|Treatment Outcome
17314111	2007	European heart journal	England	Aged|Anticoagulants|Azetidines|Benzylamines|Blood Coagulation Disorders|Female|Fibrin|Fibrin Fibrinogen Degradation Products|Humans|Male|Myocardial Infarction|Myocardial Ischemia|Partial Thromboplastin Time|Peptide Fragments|Protein Precursors|Prothrombin|Risk Factors|Thrombin
17363740	2007	Diabetes	United States	Adipose Tissue|Adult|Blood Glucose|Body Size|Cohort Studies|Diabetes Mellitus|Diabetes Mellitus, Type 2|Exercise|Female|Glucose Intolerance|Humans|Hypoglycemic Agents|Life Style|Male|Metformin|Middle Aged|Proportional Hazards Models|Risk Factors|Tomography, X-Ray Computed|United States|Weight Loss
17412579	2007	Respiratory medicine	England	Adult|Anti-Asthmatic Agents|Ascorbic Acid|Asthma|Asthma, Exercise-Induced|Bronchoconstriction|Cross-Over Studies|Dietary Supplements|Double-Blind Method|Exercise Test|Female|Humans|Male|Respiratory Function Tests
17462946	2007	European journal of heart failure	Netherlands	Adrenergic alpha-Agonists|Aged|Aged, 80 and over|Cardiotonic Agents|Comorbidity|Dopamine Agonists|Echocardiography|Esters|Female|Follow-Up Studies|Heart Failure|Humans|Male|Myocardial Contraction|Prognosis|Proportional Hazards Models|Prospective Studies|Pulmonary Disease, Chronic Obstructive|Risk Factors|Stroke Volume|Survival Analysis|Tetrahydronaphthalenes|Tricuspid Valve|Ventricular Dysfunction, Right
17512550	2007	The Journal of surgical research	United States	Aged|Carbon Dioxide|Female|Hepatectomy|Humans|Hydrogen-Ion Concentration|Ischemia|Liver|Male|Middle Aged|Oxygen
17559737	2007	Current medical research and opinion	England	Administration, Oral|Adolescent|Adult|Anticonvulsants|Antifungal Agents|Drug Administration Schedule|Drug Interactions|Humans|Male|Middle Aged|Phenytoin|Polypharmacy|Time Factors|Triazoles
17602983	2007	Journal of cardiac failure	United States	Adrenergic beta-Antagonists|Adult|Aged|Aged, 80 and over|Biological Markers|C-Reactive Protein|Carbazoles|Exercise Tolerance|Female|Heart Failure|Humans|Interleukin-6|Lipid Peroxidation|Male|Metoprolol|Middle Aged|Natriuretic Peptide, Brain|Oxidative Stress|Oxygen Consumption|Propanolamines|Radionuclide Ventriculography|Single-Blind Method
17657948	2007	Meditsinskaia parazitologiia i parazitarnye bolezni	Russia (Federation)	Administration, Sublingual|Adult|Animals|Child, Preschool|Chronic Disease|Cytokines|Drug Administration Schedule|HLA-DR Antigens|Humans|Injections, Intramuscular|Leukocyte Count|Leukocytes, Mononuclear|Lymphocyte Activation|Materia Medica|Middle Aged|Monocytes|Opisthorchiasis|Treatment Outcome
17708377	2007	Journal of wound care	England	Aged|Beds|Equipment Design|Female|Humans|Male|Pressure Ulcer
17854241	2007	The Journal of clinical psychiatry	United States	Aged|Antidepressive Agents|Antidepressive Agents, Tricyclic|Cyclohexanols|Depressive Disorder, Major|Drug Administration Schedule|Drug Resistance|Drug Therapy, Combination|Female|Follow-Up Studies|Humans|Lithium Compounds|Male|Middle Aged|Phenelzine|Recurrence|Remission Induction|Treatment Outcome
17923351	2007	Journal of cardiac failure	United States	Adenosine A1 Receptor Antagonists|Adult|Aged|Aged, 80 and over|Ambulatory Care|Cross-Over Studies|Double-Blind Method|Female|Heart Failure|Humans|Kidney|Kidney Diseases|Kidney Function Tests|Male|Middle Aged|Receptor, Adenosine A1|Renal Plasma Flow|Xanthines
17993823	2007	Eye & contact lens	United States	Adult|Conjunctivitis|Contact Lenses, Extended-Wear|Contact Lenses, Hydrophilic|Corneal Diseases|Eye Diseases|Female|Humans|Hydrogels|Incidence|Male|Patient Dropouts|Silicones
18094377	2007	The New England journal of medicine	United States	Adrenal Cortex Hormones|Adult|Aged|Antibodies, Monoclonal|Antibodies, Monoclonal, Humanized|Calcineurin Inhibitors|Cyclosporine|Diabetes Mellitus|Drug Therapy, Combination|Enzyme Inhibitors|Female|Glomerular Filtration Rate|Graft Rejection|Humans|Immunoglobulin G|Immunosuppressive Agents|Kaplan-Meier Estimate|Kidney Transplantation|Male|Middle Aged|Mycophenolic Acid|Opportunistic Infections|Prednisone|Sirolimus|Tacrolimus|Treatment Failure
17618241	2008	Eye (London, England)	United States	Acrylates|Aged|Cataract|Cataract Extraction|Contrast Sensitivity|Double-Blind Method|Female|Humans|Lens Implantation, Intraocular|Lenses, Intraocular|Male|Middle Aged|Patient Satisfaction|Postoperative Complications|Prospective Studies|Prosthesis Design|Refractive Errors|Vision Disorders
17972479	2008	Perception	England	Analysis of Variance|Female|Fixation, Ocular|Hobbies|Humans|Judgment|Male|Psychophysics|Strabismus|Vision, Ocular
18087204	2008	Psychotherapy and psychosomatics	Switzerland	Adult|Antidepressive Agents|Cognitive Therapy|Cohort Studies|Combined Modality Therapy|Comorbidity|Depressive Disorder, Major|Drug Administration Schedule|Female|Follow-Up Studies|Humans|Long-Term Care|Male|Middle Aged|Patient Compliance|Patient Dropouts|Personality Disorders|Prospective Studies|Secondary Prevention|Treatment Outcome
18204342	2008	Journal of clinical psychopharmacology	United States	Adrenergic Uptake Inhibitors|Antipsychotic Agents|Cognition Disorders|Dose-Response Relationship, Drug|Drug Therapy, Combination|Humans|Magnetic Resonance Imaging|Pilot Projects|Propylamines|Schizophrenia|Schizophrenic Psychology
18269367	2008	Addiction (Abingdon, England)	England	Adult|Cell Phones|Combined Modality Therapy|Female|Humans|Internet|Male|Middle Aged|Multimedia|Nicotine|Patient Compliance|Self Efficacy|Smoking|Smoking Cessation|Treatment Outcome
18316562	2008	Clinical cancer research : an official journal of the American Association for Cancer Research	United States	Aged|Antibodies, Monoclonal|Antibodies, Monoclonal, Humanized|Antineoplastic Combined Chemotherapy Protocols|Carboplatin|Carcinoma, Non-Small-Cell Lung|Chemotherapy, Adjuvant|Disease-Free Survival|E-Selectin|Female|Fibroblast Growth Factor 2|Humans|Intercellular Adhesion Molecule-1|Lung Neoplasms|Male|Paclitaxel|Prospective Studies|Survival Rate|Vascular Endothelial Growth Factor A
18371487	2008	American heart journal	United States	Aged|Anemia|Cardiomyopathy, Dilated|Drug Therapy, Combination|Echocardiography|Erythropoietin|Exercise Tolerance|Heart Failure|Hematinics|Hemodynamics|Humans|Injections, Subcutaneous|Single-Blind Method|Ventricular Function, Left|Ventricular Function, Right
18420874	2008	Anesthesia and analgesia	United States	Adult|Analgesics|Anesthetics, Local|Anti-Inflammatory Agents, Non-Steroidal|Arthroscopy|Bupivacaine|Double-Blind Method|Drug Therapy, Combination|Female|Humans|Injections, Intra-Articular|Ketorolac|Knee|Magnesium Sulfate|Male|Middle Aged|Movement|Pain Measurement|Recovery of Function|Time Factors|Treatment Outcome
18469257	2008	The American journal of clinical nutrition	United States	Adaptation, Physiological|Adult|Biological Availability|Body Mass Index|Cross-Over Studies|Diet|Dose-Response Relationship, Drug|Female|Humans|Intestinal Absorption|Male|Middle Aged|Nutritional Status|Phytic Acid|Zinc
18520221	2008	Annals of surgery	United States	Carcinoma, Papillary|Electrocoagulation|Female|Humans|Male|Middle Aged|Neck Dissection|Postoperative Complications|Prospective Studies|Statistics, Nonparametric|Thyroid Neoplasms|Thyroidectomy|Treatment Outcome
18574653	2008	Journal of infection and chemotherapy : official journal of the Japan Society of Chemotherapy	United States	Amodiaquine|Animals|Antimalarials|Artemisinins|Child|Child, Preschool|Drug Combinations|Drug Therapy, Combination|Female|Humans|Infant|Life Cycle Stages|Malaria, Falciparum|Male|Nigeria|Plasmodium falciparum|Treatment Outcome|Trimethoprim-Sulfamethoxazole Combination
18632218	2008	Cancer detection and prevention	England	Adult|Age Factors|Aged|Demography|Developing Countries|Female|Humans|India|Male|Mass Screening|Middle Aged|Mouth Neoplasms|Patient Compliance|Patient Participation|Referral and Consultation|Sex Factors|Socioeconomic Factors
18691986	2008	Clinical therapeutics	United States	Adult|Allergens|Anti-Allergic Agents|Conjunctivitis, Allergic|Double-Blind Method|Female|Humans|Ketotifen|Male|Ophthalmic Solutions|Prospective Studies|Reference Standards|Therapeutic Equivalency
18775597	2008	European journal of obstetrics, gynecology, and reproductive biology	Ireland	Abdominal Pain|Administration, Intravaginal|Administration, Oral|Adult|Double-Blind Method|Female|Humans|Metronidazole|Nausea|Patient Satisfaction|Treatment Outcome|Vaginosis, Bacterial
18841082	2008	Journal of strength and conditioning research / National Strength & Conditioning Association	United States	Adult|Age Factors|Aged|Aged, 80 and over|Female|Humans|Isometric Contraction|Knee|Middle Aged|Muscle Fatigue|Muscle, Skeletal|Physical Endurance|Physical Exertion|Resistance Training|Rest|Time Factors|Torque
19004201	2008	Journal of traditional Chinese medicine = Chung i tsa chih ying wen pan / sponsored by All-China Association of Traditional Chinese Medicine, Academy of Traditional Chinese Medicine	China	Administration, Oral|Adolescent|Adult|Child|Chronic Disease|Drugs, Chinese Herbal|Female|Gastric Mucosa|Gastritis|Humans|Male|Middle Aged|Spleen|Young Adult
19109574	2008	The New England journal of medicine	United States	Adult|Aged|Antibodies, Antineutrophil Cytoplasmic|Azathioprine|Cyclophosphamide|Drug Therapy, Combination|Female|Glucocorticoids|Granulomatosis with Polyangiitis|Humans|Immunosuppressive Agents|Kaplan-Meier Estimate|Male|Methotrexate|Methylprednisolone|Middle Aged|Prednisone|Prospective Studies|Pulse Therapy, Drug|Remission Induction|Vasculitis|Young Adult
18580064	2009	Cardiology	Switzerland	Aged|Atrial Fibrillation|Connexin 43|Connexins|Coronary Artery Bypass, Off-Pump|Female|Fibrosis|Gap Junctions|Heart Arrest, Induced|Heart Atria|Humans|Male|Middle Aged|NF-kappa B|Postoperative Complications
18931495	2009	Caries research	Switzerland	Adult|Carbonated Beverages|Cariogenic Agents|Dental Caries|Dental Enamel|Dental Enamel Solubility|Dental Plaque|Female|Hardness|Humans|Hydrogen-Ion Concentration|Male|Sucrose|Tooth Erosion|Young Adult
19057405	2009	Journal of strength and conditioning research / National Strength & Conditioning Association	United States	Adult|Athletic Performance|Exercise Test|Female|Humans|Male|Muscle Contraction|Muscle Fatigue|Physical Education and Training|Physical Endurance|Physical Fitness|Probability|Recovery of Function|Sports|Time Factors|Vibration|Young Adult
19132285	2009	<MISSING>	England	Adult|Anxiety|Benzhydryl Compounds|Cresols|Delayed-Action Preparations|Depression|Dose-Response Relationship, Drug|Double-Blind Method|Female|Health Surveys|Humans|Middle Aged|Muscarinic Antagonists|Phenylpropanolamine|Quality of Life|Sexual Behavior|Treatment Outcome|Urinary Bladder, Overactive|Urinary Incontinence, Urge
19186718	2009	Zhongguo zhen jiu = Chinese acupuncture & moxibustion	China	Acupuncture Analgesia|Adult|Analgesics|Combined Modality Therapy|Embryo Transfer|Female|Fertilization in Vitro|Humans|Meperidine|Pain|Pain Management|Pain Threshold
19235751	2009	The Laryngoscope	United States	Adult|Aged|Aged, 80 and over|Cross-Sectional Studies|Diagnosis, Differential|Endoscopy|Female|Follow-Up Studies|Humans|Male|Middle Aged|Nasopharyngeal Neoplasms|Nasopharynx|Observer Variation|Reproducibility of Results|Retrospective Studies|Single-Blind Method|Young Adult
19290531	2009	Pediatric surgery international	Germany	Anastomosis, Surgical|Dose-Response Relationship, Drug|Erythromycin|Feeding Behavior|Female|Follow-Up Studies|Gastrointestinal Agents|Gastrointestinal Motility|Humans|Infant, Newborn|Intestinal Atresia|Intestine, Small|Male|Postoperative Care|Recovery of Function|Retrospective Studies|Treatment Outcome
19347979	2009	Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer	United States	Adult|Aged|Aged, 80 and over|Antineoplastic Agents|Carboplatin|Carcinoma, Non-Small-Cell Lung|Cisplatin|Female|Genotype|Glutathione|Glutathione Peroxidase|Glutathione S-Transferase pi|Glutathione Transferase|Humans|Logistic Models|Lung Neoplasms|Male|Middle Aged|Quality of Life|Treatment Outcome
19398463	2009	Pediatrics	United States	Adrenergic alpha-Agonists|Analgesics, Opioid|Blood Pressure|Clonidine|Drug Therapy, Combination|Female|Heart Rate|Heroin|Humans|Infant, Newborn|Male|Methadone|Neonatal Abstinence Syndrome|Opium|Prospective Studies|Treatment Outcome
19454032	2009	Critical care (London, England)	England	Adult|Aged|Delirium|Dexmedetomidine|Dopamine Antagonists|Drug-Related Side Effects and Adverse Reactions|Female|Haloperidol|Humans|Hypnotics and Sedatives|Intubation, Intratracheal|Male|Middle Aged|Pilot Projects|Psychomotor Agitation|Respiration, Artificial
19509438	2009	Hong Kong medical journal = Xianggang yi xue za zhi / Hong Kong Academy of Medicine	China	Combined Modality Therapy|Exercise Therapy|Gait Disorders, Neurologic|Humans|Lower Extremity|Middle Aged|Mobility Limitation|Muscle Spasticity|Self Care|Stroke|Transcutaneous Electric Nerve Stimulation
19568208	2009	Medicine and science in sports and exercise	United States	Aged|Anthropometry|C-Reactive Protein|Exercise Therapy|Female|Humans|Middle Aged|Obesity|Postmenopause|Serum Amyloid A Protein
19629583	2009	World journal of surgery	United States	Administration, Oral|Adult|Aged|Aged, 80 and over|Analysis of Variance|Arginine|Chi-Square Distribution|Dietary Supplements|Fatty Acids, Omega-3|Female|Gastrectomy|Humans|Immunity, Cellular|Incidence|Infection|Lymphocyte Count|Male|Middle Aged|Postoperative Complications|Preoperative Care|Statistics, Nonparametric|Stomach Neoplasms|Systemic Inflammatory Response Syndrome|Treatment Outcome
19689480	2009	Acta paediatrica (Oslo, Norway : 1992)	Norway	Asthma|Child|Child, Preschool|Cost of Illness|Female|Follow-Up Studies|Humans|Male|Outcome Assessment (Health Care)|Parents|Patient Compliance|Patient Education as Topic|Questionnaires|Respiratory Function Tests|Self Care
19752406	2009	Archives of internal medicine	United States	Aged|Aged, 80 and over|Emergency Medical Services|Female|Health Education|Health Knowledge, Attitudes, Practice|Humans|Ischemic Attack, Transient|Male|Middle Aged|Stroke|Thrombolytic Therapy|Time Factors
19827525	2009	Klinicheskaia meditsina	Russia (Federation)	Age Factors|Aged|Calcium|Cell Membrane Permeability|Erythrocyte Deformability|Erythrocyte Membrane|Erythrocytes|Follow-Up Studies|Heart Failure|Humans|Microscopy, Electron, Scanning|Severity of Illness Index
19922572	2009	Addiction (Abingdon, England)	England	Administration, Intranasal|Adolescent|Adult|Allied Health Personnel|Analgesics, Opioid|Drug Overdose|Emergency Medical Services|Female|Heroin|Humans|Injections, Intramuscular|Male|Middle Aged|Naloxone|Narcotic Antagonists|Prospective Studies|Treatment Outcome|Victoria|Young Adult
20137710	2009	Zhonghua yi xue za zhi	China	Adult|Aged|Aged, 80 and over|Atrial Fibrillation|C-Reactive Protein|Coronary Artery Bypass|Coronary Artery Disease|Female|Heptanoic Acids|Humans|Logistic Models|Male|Middle Aged|Multivariate Analysis|Pyrroles|Risk Factors
19592211	2010	Journal of critical care	United States	Adolescent|Child|Child, Preschool|Cross Infection|Female|Hospital Mortality|Hospitals, University|Humans|Infant|Infant, Newborn|Intensive Care Units, Pediatric|Male|Pneumonia, Ventilator-Associated|Prospective Studies|Respiration, Artificial|Risk Factors|Thailand|Time Factors|Treatment Outcome|Ventilators, Mechanical
19819469	2010	The Journal of thoracic and cardiovascular surgery	United States	Adolescent|Anti-Arrhythmia Agents|Cardiopulmonary Bypass|Child|Child, Preschool|Double-Blind Method|Female|Humans|Infant|Infant, Newborn|Magnesium|Magnesium Sulfate|Male|Postoperative Complications|Tachycardia, Ectopic Junctional
19931380	2010	Vaccine	United States	Adolescent|Adult|Antibodies, Viral|Female|Humans|Immunization, Secondary|Influenza A Virus, H5N1 Subtype|Influenza Vaccines|Influenza, Human|Injections, Intradermal|Injections, Intramuscular|Male|Vaccines, Inactivated|Young Adult
20031222	2010	Ophthalmology	United States	Aged|Antihypertensive Agents|Female|Follow-Up Studies|Glaucoma|Humans|Incidence|Intraocular Pressure|Male|Middle Aged|Ocular Hypertension|Retinal Vein Occlusion|Retrospective Studies|Risk Factors|Tonometry, Ocular|Visual Field Tests|Visual Fields
20092985	2010	Phytomedicine : international journal of phytotherapy and phytopharmacology	Germany	Adult|Andrographis|Cough|Double-Blind Method|Earache|Female|Headache|Humans|Male|Pharyngitis|Phytotherapy|Plant Extracts|Plant Leaves|Respiratory Tract Infections|Sleep Disorders
20149571	2010	Journal of substance abuse treatment	United States	Adult|Alcoholism|Counseling|Decision Making|Emergency Service, Hospital|Female|Goals|Humans|Intention|Interview, Psychological|Male|Middle Aged|Motivation|Professional-Patient Relations|Social Support|Temperance
20199265	2010	Journal of endovascular therapy : an official journal of the International Society of Endovascular Specialists	United States	Aged|Angiography, Digital Subtraction|Angioplasty, Balloon|Atherosclerosis|Brachytherapy|Constriction, Pathologic|Disease Progression|Female|Femoral Artery|Humans|Intermittent Claudication|Knee|Linear Models|Male|Middle Aged|Popliteal Artery|Risk Assessment|Risk Factors|Severity of Illness Index|Tibial Arteries|Time Factors|Treatment Outcome
20329655	2010	Arzneimittel-Forschung	Germany	Adult|Angiotensin II Type 1 Receptor Blockers|Chemistry, Pharmaceutical|Chromatography, High Pressure Liquid|Cross-Over Studies|Double-Blind Method|Humans|Intestinal Absorption|Male|Tablets|Tetrazoles|Therapeutic Equivalency|Valine|Young Adult
20390984	2010	Journal of health communication	England	Breast Neoplasms|Consumer Health Information|Female|Health Services Needs and Demand|Humans|Information Seeking Behavior|Internet|Middle Aged|Patient Satisfaction|Social Support
20444029	2010	Journal of veterinary pharmacology and therapeutics	England	Administration, Oral|Animal Husbandry|Animals|Anti-Bacterial Agents|Area Under Curve|Cattle|Chlortetracycline|Dose-Response Relationship, Drug|Half-Life|Male
20496730	2010	Zhongguo zhen jiu = Chinese acupuncture & moxibustion	China	Acupuncture Points|Acupuncture Therapy|Adult|Calcaneus|Combined Modality Therapy|Drugs, Chinese Herbal|Humans|Male|Middle Aged|Osteophyte|Treatment Outcome
20547017	2010	Maturitas	Ireland	Alkaline Phosphatase|Bone Density|Bone Density Conservation Agents|Clodronic Acid|Drug Therapy, Combination|Estradiol|Estrogen Replacement Therapy|Estrogens|Female|Femur|Finland|Follow-Up Studies|Humans|Lumbar Vertebrae|Middle Aged|Norethindrone|Osteoporosis, Postmenopausal|Postmenopause|Prospective Studies
20599816	2010	Brain research	Netherlands	Adult|Attention|Brain|Face|Female|Humans|Male|Neurons|Occipital Lobe|Photic Stimulation|Reaction Time|Recognition (Psychology)|Space Perception|Young Adult
20655105	2010	Lancet	England	Adult|Aged|Angina, Unstable|Angioplasty|Biological Markers|C-Reactive Protein|Cholesterol, HDL|Cholesterol, LDL|Double-Blind Method|Drug Administration Schedule|Female|Fluorobenzenes|Humans|Hydroxymethylglutaryl-CoA Reductase Inhibitors|Incidence|Male|Middle Aged|Myocardial Infarction|Primary Prevention|Pyrimidines|Risk Factors|Stroke|Sulfonamides|Treatment Outcome
20715729	2010	Anaesthesia and intensive care	Australia	Adult|Aged|Anesthesia, General|Antiemetics|Blood Glucose|Cholecystectomy, Laparoscopic|Dexamethasone|Double-Blind Method|Drug Therapy, Combination|Female|Humans|Hydrocortisone|Indoles|Male|Middle Aged|Postoperative Nausea and Vomiting|Time Factors
20834185	2010	Circulation journal : official journal of the Japanese Circulation Society	Japan	Aged|Angioplasty, Balloon, Coronary|Biological Markers|Cardiovascular Agents|Chi-Square Distribution|Coronary Angiography|Coronary Restenosis|Creatine Kinase|Endothelial Cells|Erythropoietin|Female|Hemoglobins|Humans|Hyperplasia|Japan|Male|Middle Aged|Myocardial Infarction|Myocardium|Pilot Projects|Placebo Effect|Prospective Studies|Recombinant Proteins|Stem Cells|Stroke Volume|Time Factors|Treatment Outcome|Ultrasonography, Interventional|Ventricular Function, Left|Ventricular Remodeling
20936979	2010	The Journal of infectious diseases	United States	Adolescent|Adult|Drug Administration Schedule|Drug Users|Female|Hepatitis B|Hepatitis B Surface Antigens|Hepatitis B Vaccines|Hepatitis B virus|Humans|Immunization Schedule|Male|Middle Aged|Patient Compliance|Texas|Treatment Outcome|Urban Population|Vaccination
21085758	2010	Arquivos brasileiros de cardiologia	Brazil	Autonomic Nerve Block|Cardiomyopathy, Dilated|Female|Humans|Male|Middle Aged|Stellate Ganglion|Stroke Volume|Sympathectomy|Sympathetic Nervous System|Thoracic Surgery, Video-Assisted|Treatment Outcome|Ventricular Function, Left
21702233	2010	The West Indian medical journal	Jamaica	Adult|Antifibrinolytic Agents|Blood Transfusion|Cause of Death|Chi-Square Distribution|Female|Hemorrhage|Humans|Male|Middle Aged|Placebos|Tranexamic Acid|Treatment Outcome|Vascular Diseases|Wounds and Injuries
20658527	2011	International journal of cancer. Journal international du cancer	United States	Aged|Colorectal Neoplasms|Feasibility Studies|Guaiac|Humans|Middle Aged|Occult Blood|Patient Compliance|Prospective Studies|Registries|Sensitivity and Specificity|Social Class
20886278	2011	AIDS and behavior	United States	Administration, Intravaginal|Adolescent|Adult|Anti-Infective Agents, Local|Biological Markers|Computers|Female|HIV Infections|Humans|Interviews as Topic|Patient Compliance|Questionnaires|Risk-Taking|Self Disclosure|Self-Assessment|Sexual Behavior|Socioeconomic Factors|South Africa|Young Adult
21067945	2011	Seizure	England	Adolescent|Adult|Behavior|Carbamazepine|Cognition|Epilepsies, Partial|Female|Humans|Male|Middle Aged|Neuropsychological Tests|Prospective Studies|Quality of Life|Treatment Outcome|Triazines|Young Adult
21146844	2011	Surgery	United States	Adenocarcinoma|Administration, Oral|Aged|Enteral Nutrition|Female|Gastrectomy|Hospital Charges|Humans|Male|Middle Aged|Pain, Postoperative|Quality of Life|Stomach Neoplasms|Treatment Outcome
21208106	2011	The New England journal of medicine	United States	Abdominal Pain|Aged|Anti-Bacterial Agents|Diarrhea|Double-Blind Method|Female|Humans|Irritable Bowel Syndrome|Male|Middle Aged|Rifamycins
21264527	2011	Neurocritical care	United States	Adrenergic alpha-2 Receptor Agonists|Adrenergic beta-Antagonists|Aged|Antihypertensive Agents|Antioxidants|Benzenesulfonates|Blood Pressure|Brain Edema|Cerebral Hemorrhage|Clonidine|Cohort Studies|Critical Care|Double-Blind Method|Drug Therapy, Combination|Female|Free Radical Scavengers|Glasgow Coma Scale|Humans|Male|Middle Aged|Multivariate Analysis|Prospective Studies|Treatment Outcome
