pmid	date	journal	country	label	mesh
P12766095	2003	Diabetes care	United States	X	Adult|Aged|Amputation|Austria|Diabetes Mellitus, Type 1|Diabetes Mellitus, Type 2|Diabetic Foot|Diabetic Retinopathy|European Continental Ancestry Group|Female|Follow-Up Studies|Foot Ulcer|Humans|Male|Middle Aged|Podiatry|Proportional Hazards Models|Risk|Shoes|Time Factors|Vascular Resistance
P12768907	2003	Ugeskrift for laeger	Denmark	X	Adolescent|Adult|Aged|Alfentanil|Anesthesia Recovery Period|Anesthetics, Intravenous|Cost-Benefit Analysis|Female|Fentanyl|Humans|Intraoperative Complications|Male|Middle Aged|Patient Satisfaction|Piperidines|Postoperative Complications|Propofol|Retinal Detachment
P12770975	2003	The British journal of ophthalmology	United States	X	Aged|Antihypertensive Agents|Choroid|Coloring Agents|Double-Blind Method|Female|Fluorescein Angiography|Humans|Indocyanine Green|Macular Degeneration|Male|Middle Aged|Retinal Vessels|Sulfonamides|Thiophenes
P12780397	2003	Acta ophthalmologica Scandinavica	Denmark	X	Adolescent|Age of Onset|Blood Pressure|Creatinine|Diabetes Mellitus, Type 1|Diabetic Retinopathy|Follow-Up Studies|Humans|Laser Coagulation|Vision Disorders|Visual Acuity|Vitrectomy|Vitreous Hemorrhage
P12824829	2003	Retina (Philadelphia, Pa.)	United States	X	Aged|Aged, 80 and over|Blindness|Choroidal Neovascularization|Female|Fluorescein Angiography|Follow-Up Studies|Humans|Laser Coagulation|Macular Degeneration|Male|Middle Aged|Retinal Drusen|Retrospective Studies|Risk Factors|Visual Acuity
P12842676	2003	Journal of cataract and refractive surgery	United States	X	Aged|Cataract|Cornea|Eye Diseases|Female|Humans|Intraoperative Complications|Lens Implantation, Intraocular|Lenses, Intraocular|Male|Minimally Invasive Surgical Procedures|Phacoemulsification|Polymethyl Methacrylate|Postoperative Complications|Prospective Studies|Retinal Diseases|Sclera|Visual Acuity|Vitrectomy|Vitreous Body
P12854503	2003	Nippon Ganka Gakkai zasshi	Japan	X	Female|Humans|Macular Degeneration|Male|Middle Aged|Treatment Outcome|Visual Acuity
P12855972	2003	Eye (London, England)	England	X	Choroidal Neovascularization|Humans|Laser Coagulation|Macular Degeneration|Retinal Drusen|Risk Factors|Survival Analysis|Vision Disorders|Visual Acuity
P12859696	2003	Journal of internal medicine	England	X	Aged|Angiotensin Receptor Antagonists|Blood Pressure|Diabetes Mellitus, Type 2|Diabetic Retinopathy|Double-Blind Method|Female|Humans|Losartan|Male|Middle Aged|Tomography|Treatment Outcome
P12867383	2003	Ophthalmology	United States	X	Capillary Permeability|Choroid|Choroidal Neovascularization|Coloring Agents|Double-Blind Method|Fluorescein Angiography|Humans|Indocyanine Green|Macular Degeneration|Photochemotherapy|Photosensitizing Agents|Porphyrins|Prospective Studies
P12867686	2003	Journal of postgraduate medicine	India	X	Adolescent|Analgesics, Opioid|Anti-Inflammatory Agents, Non-Steroidal|Child|Female|Humans|Infusions, Intravenous|Ketoprofen|Male|Meperidine|Pain, Postoperative|Perioperative Care|Postoperative Nausea and Vomiting|Retinal Detachment
P12882889	2003	Diabetes care	United States	X	Diabetic Retinopathy|Diagnostic Techniques, Ophthalmological|Humans|Mass Screening|Medically Underserved Area|Program Evaluation|Telemedicine
P12888042	2003	American journal of ophthalmology	United States	X	Adult|Aged|Air|Basement Membrane|Coloring Agents|Epiretinal Membrane|Female|Fluorescein Angiography|Humans|Indocyanine Green|Male|Middle Aged|Prospective Studies|Retinal Perforations|Safety|Staining and Labeling|Visual Acuity
P12888045	2003	American journal of ophthalmology	United States	X	Administration, Topical|Adrenergic beta-Antagonists|Aged|Aged, 80 and over|Betaxolol|Double-Blind Method|Epiretinal Membrane|Female|Fluorescein Angiography|Humans|Macular Edema|Male|Middle Aged|Prospective Studies|Safety|Visual Acuity|Vitrectomy
P12910199	2003	Journal fran?ais d'ophtalmologie	France	X	Aged|Aging|Benzothiadiazines|Contrast Sensitivity|Diuretics|Female|Humans|Macular Degeneration|Male|Photosensitizing Agents|Reference Values|Sodium Chloride Symporter Inhibitors|Vision Tests|Visual Acuity
P12917169	2003	Ophthalmology	United States	X	Aged|Diagnostic Techniques, Ophthalmological|Humans|Macula Lutea|Macular Degeneration|Observer Variation|Photography|Reproducibility of Results|Signal Processing, Computer-Assisted
P12928692	2003	Eye (London, England)	England	X	Acetazolamide|Adolescent|Adult|Behcet Syndrome|Carbonic Anhydrase Inhibitors|Cross-Over Studies|Diuretics|Double-Blind Method|Female|Fluorescein Angiography|Humans|Macular Edema|Male|Middle Aged|Uveitis, Posterior|Visual Acuity
P12963609	2003	Archives of ophthalmology	United States	M	Adolescent|Adult|Alanine Transaminase|Antioxidants|Biological Availability|Child|Child, Preschool|Cholesterol|Dietary Supplements|Disease Progression|Docosahexaenoic Acids|Double-Blind Method|Fatty Acids|Genetic Diseases, X-Linked|Humans|Lipoproteins|Male|Platelet Aggregation|Retinitis Pigmentosa|Safety|Triglycerides|Vitamin A|Vitamin E
P12967798	2003	American journal of ophthalmology	United States	X	Adolescent|Adult|Aged|Aged, 80 and over|Child|Child, Preschool|Female|Fluorocarbons|Humans|Infant|Male|Middle Aged|Postoperative Complications|Prospective Studies|Reoperation|Retinal Detachment|Treatment Outcome|Visual Acuity|Vitrectomy|Vitreoretinopathy, Proliferative
P13129862	2003	Ophthalmology	United States	X	Adult|Aged|Anti-Inflammatory Agents, Non-Steroidal|Aspirin|Cataract|Diabetic Retinopathy|Female|Follow-Up Studies|Humans|Laser Coagulation|Male|Middle Aged|Photography|Questionnaires|Vision Disorders|Visual Acuity
P13680248	2003	Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv f?r klinische und experimentelle Ophthalmologie	Germany	X	Aged|Choroidal Neovascularization|Contrast Sensitivity|Disease Progression|Dose Fractionation|Female|Fluorescein Angiography|Humans|Macular Degeneration|Male|Middle Aged|Prognosis|Vision Disorders|Visual Acuity
P14510790	2003	Acta ophthalmologica Scandinavica	Denmark	M	Aged|Choroid|Exudates and Transudates|Eye Diseases|Follow-Up Studies|Humans|Laser Therapy|Macular Degeneration|Male|Middle Aged|Neovascularization, Pathologic|Pilot Projects|Preventive Medicine|Retinal Detachment|Visual Acuity
P14510798	2003	Acta ophthalmologica Scandinavica	Denmark	F	Aged|Breast Neoplasms|Estrogen Antagonists|Eye|Female|Follow-Up Studies|Humans|Incidence|Macula Lutea|Middle Aged|Retinal Diseases|Tamoxifen|Toremifene
P14516427	2003	Clinical & experimental ophthalmology	Australia	X	Adolescent|Adult|Aged|Aged, 80 and over|Female|Humans|Male|Middle Aged|Postoperative Period|Retinal Detachment|Retinal Perforations|Scleral Buckling|Treatment Outcome|Visual Acuity|Vitrectomy
P14516806	2003	American journal of ophthalmology	United States	X	Adolescent|Adult|Child|Child, Preschool|Diabetic Retinopathy|Diagnosis, Computer-Assisted|Female|Humans|Male|Middle Aged|Prospective Studies|Reproducibility of Results|Vision Tests|Visual Acuity
P14574247	2003	Retina (Philadelphia, Pa.)	United States	X	Adult|Female|Humans|Intraoperative Complications|Male|Postoperative Complications|Prospective Studies|Retinal Detachment|Scleral Buckling|Visual Acuity
P14583175	2003	Journal of diabetes and its complications	United States	X	Adult|Blood Glucose|Blood Glucose Self-Monitoring|Cardiovascular Diseases|Diabetes Mellitus, Type 2|Diabetic Angiopathies|Diabetic Retinopathy|Female|Hemoglobin A, Glycosylated|Humans|Male|Middle Aged|Prospective Studies|Randomized Controlled Trials as Topic|United States|United States Department of Veterans Affairs|Veterans
P14634942	2003	Regional anesthesia and pain medicine	United States	X	Aged|Analysis of Variance|Arousal|Bupivacaine|Double-Blind Method|Female|Humans|Hydrocortisone|Male|Middle Aged|Nerve Block|Orbit|Pain, Postoperative|Preoperative Care|Prospective Studies|Retinal Detachment|Scleral Buckling|Statistics, Nonparametric|Stress, Physiological
P14641261	2003	Acta ophthalmologica Scandinavica	Denmark	X	Adult|Animals|Clinical Competence|Computer-Assisted Instruction|Education, Medical|Eye Foreign Bodies|Female|Humans|Internship and Residency|Male|Metals|Microsurgery|Models, Animal|Ophthalmology|Prospective Studies|Retinal Diseases|Swine|Vitrectomy
P14644721	2003	Ophthalmology	United States	X	Aged|Aged, 80 and over|Angiogenesis Inhibitors|Choroidal Neovascularization|Coloring Agents|Double-Blind Method|Drug Evaluation|Female|Fluorescein Angiography|Follow-Up Studies|Fovea Centralis|Humans|Indocyanine Green|Macular Degeneration|Male|Pregnadienediols|Prospective Studies|Safety|Treatment Outcome|Visual Acuity
P14655264	2003	Pediatric diabetes	Denmark	X	Adolescent|Blindness|Child|Colorado|Cost-Benefit Analysis|Diabetes Mellitus, Type 1|Diabetic Retinopathy|Humans|Incidence|Kidney Failure, Chronic|Macular Degeneration|Medical Records|Time Factors
P14660460	2003	The British journal of ophthalmology	England	X	Adrenergic beta-Antagonists|Adult|Aged|Aged, 80 and over|Antihypertensive Agents|Chi-Square Distribution|Drug Therapy, Combination|Female|Glaucoma, Open-Angle|Humans|Intraocular Pressure|Macular Edema|Male|Middle Aged|Prostaglandins F, Synthetic|Uveitis
P14662586	2003	Archives of ophthalmology	United States	X	Cryotherapy|Female|Gestational Age|Humans|Infant|Infant, Low Birth Weight|Infant, Newborn|Laser Coagulation|Male|Retina|Retinal Detachment|Retinopathy of Prematurity|Risk Factors|Time Factors|Treatment Outcome|Visual Acuity
P14662587	2003	Archives of ophthalmology	United States	X	Algorithms|Cryosurgery|Disease Progression|Female|Humans|Infant, Newborn|Male|Prognosis|Retinopathy of Prematurity|Risk Factors|Sensory Thresholds|Visual Acuity
P14662598	2003	Archives of ophthalmology	United States	X	Cryosurgery|Humans|Infant, Newborn|Randomized Controlled Trials as Topic|Retinopathy of Prematurity
P14707831	2003	Retina (Philadelphia, Pa.)	United States	X	Aged|Anti-Inflammatory Agents, Non-Steroidal|Choroidal Neovascularization|Drug Evaluation|Female|Fluorescein Angiography|Follow-Up Studies|Humans|Injections, Intramuscular|Macular Degeneration|Male|Peptides, Cyclic|Pilot Projects|Prospective Studies|Somatostatin|Treatment Outcome|Visual Acuity
P14707844	2003	Retina (Philadelphia, Pa.)	United States	X	Aged|Basement Membrane|Cataract Extraction|Double-Blind Method|Female|Fovea Centralis|Humans|Male|Middle Aged|Recurrence|Retinal Perforations|Tomography, Optical Coherence|Visual Acuity|Vitrectomy
P14709300	2003	Journal of cataract and refractive surgery	United States	X	Administration, Topical|Aged|Cyclooxygenase Inhibitors|Diclofenac|Drug Evaluation|Female|Humans|Ketorolac Tromethamine|Lens Implantation, Intraocular|Macular Edema|Male|Ophthalmic Solutions|Phacoemulsification|Postoperative Complications|Prospective Studies|Pseudophakia|Treatment Outcome|Visual Acuity
P14745677	2004	Klinische Monatsbl?tter f?r Augenheilkunde	Germany	X	AIDS-Related Opportunistic Infections|Acquired Immunodeficiency Syndrome|Acrylates|Adult|Coated Materials, Biocompatible|Cytomegalovirus Retinitis|Equipment Failure Analysis|Female|Humans|Hydrophobic and Hydrophilic Interactions|Keratitis, Herpetic|Male|Middle Aged|Polymethyl Methacrylate|Postoperative Complications|Prosthesis Design|Reoperation|Retinal Detachment|Retinal Necrosis Syndrome, Acute|Risk Factors|Silicone Oils
P14746594	2004	Clinical & experimental ophthalmology	Australia	M	Adolescent|Adult|Corneal Injuries|Eye Foreign Bodies|Eye Injuries, Penetrating|Humans|Male|Postoperative Complications|Prospective Studies|Retinal Detachment|Sclera|Scleral Buckling|Visual Acuity|Vitrectomy
P14762410	2004	Eye (London, England)	England	X	Computer Peripherals|Data Compression|Diabetic Retinopathy|Humans|Image Processing, Computer-Assisted|Mass Screening|ROC Curve|Sensitivity and Specificity|Severity of Illness Index
P14767813	2004	The Journal of infectious diseases	United States	X	AIDS-Related Opportunistic Infections|Acquired Immunodeficiency Syndrome|Administration, Oral|Antiviral Agents|Cytomegalovirus|Cytomegalovirus Retinitis|DNA, Viral|Drug Implants|Drug Resistance, Viral|Functional Laterality|Ganciclovir|Humans|Injections, Intravenous|Mutation|Placebos
P14769600	2004	Archives of ophthalmology	United States	X	Aged|Blood|Double-Blind Method|Epiretinal Membrane|Female|Fluorocarbons|Follow-Up Studies|Humans|Male|Retinal Perforations|Safety|Treatment Outcome|Visual Acuity|Vitrectomy
P14871913	2004	JAMA	United States	X	Aged|Aged, 80 and over|Antioxidants|C-Reactive Protein|Case-Control Studies|Diagnosis-Related Groups|Dietary Supplements|Female|Humans|Inflammation|Macular Degeneration|Male|Middle Aged|Risk Factors|Zinc
P14977771	2004	The British journal of ophthalmology	England	X	Aged|Aged, 80 and over|Blindness|Cataract|Diabetic Retinopathy|Family Practice|Female|Glaucoma|Great Britain|Health Surveys|Humans|Macular Degeneration|Male|Myopia|Refractive Errors|Visual Acuity
P14985215	2004	The American journal of clinical nutrition	United States	X	Administration, Oral|Adult|Biological Availability|Dietary Supplements|Dose-Response Relationship, Drug|Female|Humans|Lutein|Macular Degeneration|Male|Risk Factors|Xanthophylls|Zeaxanthins|beta Carotene
P14985312	2004	Investigative ophthalmology & visual science	United States	X	Administration, Oral|Adult|Aged|Aged, 80 and over|Diabetic Retinopathy|Double-Blind Method|Female|Fluorescein Angiography|Humans|Macular Edema|Male|Middle Aged|Protein Kinase C|Retina|Safety|Staurosporine|Tomography, Optical Coherence|Visual Acuity
P15006845	2004	Archives of ophthalmology	United States	X	Aged|Aged, 80 and over|Cataract|Choroidal Neovascularization|Double-Blind Method|Female|Glucocorticoids|Humans|Injections|Intraocular Pressure|Macular Degeneration|Male|Middle Aged|Prospective Studies|Safety|Triamcinolone Acetonide|Visual Acuity|Vitreous Body
P15019365	2004	Ophthalmology	United States	X	Adult|Aged|Diabetic Retinopathy|Female|Follow-Up Studies|Glucocorticoids|Humans|Injections|Intraocular Pressure|Macula Lutea|Macular Edema|Male|Middle Aged|Prospective Studies|Safety|Tomography, Optical Coherence|Triamcinolone Acetonide|Vitreous Body
P15043527	2004	Acta ophthalmologica Scandinavica	Denmark	X	Adult|Aged|Aged, 80 and over|Diabetes Mellitus, Type 1|Diabetes Mellitus, Type 2|Diabetic Retinopathy|Diagnostic Techniques, Ophthalmological|Double-Blind Method|False Negative Reactions|Female|Humans|Male|Middle Aged|Photography|Predictive Value of Tests|Reproducibility of Results|Sensitivity and Specificity|Telemedicine
P15059707	2004	American journal of ophthalmology	United States	X	Administration, Oral|Chemotherapy, Adjuvant|Cholesterol|Diabetes Mellitus, Type 2|Diabetic Retinopathy|Exudates and Transudates|Female|Heptanoic Acids|Humans|Hydroxymethylglutaryl-CoA Reductase Inhibitors|Hyperlipidemias|Laser Coagulation|Lipoproteins, LDL|Macular Edema|Male|Middle Aged|Prospective Studies|Pyrroles|Triglycerides|Visual Acuity
P15059710	2004	American journal of ophthalmology	United States	M	Adolescent|Adult|Capsules|Child|Child, Preschool|Dark Adaptation|Dietary Supplements|Docosahexaenoic Acids|Electroretinography|Erythrocyte Membrane|Genetic Diseases, X-Linked|Humans|Male|Prospective Studies|Retinal Cone Photoreceptor Cells|Retinitis Pigmentosa|Visual Acuity|Visual Fields
P15068431	2004	Clinical & experimental ophthalmology	Australia	X	Adult|Analgesia|Analgesics, Opioid|Anesthetics, Local|Bupivacaine|Connective Tissue|Double-Blind Method|Fascia|Female|Humans|Male|Middle Aged|Pain Measurement|Pain, Postoperative|Piperidines|Prospective Studies|Retinal Diseases|Time Factors|Vitrectomy
P15076943	2004	Retina (Philadelphia, Pa.)	United States	X	AIDS-Related Opportunistic Infections|Administration, Oral|Adult|Anesthesia, General|Anesthesia, Local|Antiviral Agents|Cytomegalovirus Retinitis|Cytosine|Drug Implants|Female|Ganciclovir|Humans|Infusions, Intravenous|Intraoperative Complications|Male|Organophosphonates|Organophosphorus Compounds|Postoperative Complications|Prospective Studies|Visual Acuity|Vitreous Hemorrhage
P15089787	2004	Diabetic medicine : a journal of the British Diabetic Association	England	X	Adolescent|Child|Diabetes Mellitus, Type 1|Diabetic Retinopathy|Dose-Response Relationship, Drug|Double-Blind Method|Female|Humans|Male|Mass Screening|Mydriatics|Ophthalmoscopy|Pain|Pain Measurement|Patient Compliance|Pupil|Tropicamide
P15117055	2004	Optometry (St. Louis, Mo.)	United States	X	Aged|Antioxidants|Case-Control Studies|Contrast Sensitivity|Dietary Supplements|Disease Progression|Double-Blind Method|Female|Glare|Humans|Lutein|Macular Degeneration|Male|Minerals|Treatment Outcome|Visual Acuity|Vitamins
P15121371	2004	Ophthalmology	United States	X	Choroidal Neovascularization|Double-Blind Method|Fluorescein Angiography|Humans|Macular Degeneration|Ophthalmoscopy|Photochemotherapy|Photosensitizing Agents|Porphyrins|Retina|Scotoma|Visual Field Tests|Visual Fields
P15136318	2004	Archives of ophthalmology	United States	X	Administration, Topical|Adult|Aged|Aged, 80 and over|Antihypertensive Agents|Drug Therapy, Combination|Female|Fluorocarbons|Humans|Intraocular Pressure|Male|Middle Aged|Postoperative Complications|Postoperative Period|Prospective Studies|Retinal Detachment|Retinal Perforations|Sulfonamides|Sulfur Hexafluoride|Thiophenes|Timolol|Vitrectomy
P15136320	2004	Archives of ophthalmology	United States	X	Aged|Aged, 80 and over|Aging|Antioxidants|Ascorbic Acid|Cataract|Cataract Extraction|Cause of Death|Drug Therapy, Combination|Female|Humans|Macular Degeneration|Male|Middle Aged|Proportional Hazards Models|Survival Rate|United States|Vision Disorders|Visually Impaired Persons|Vitamin E|Zinc Oxide|beta Carotene
P15157731	2004	Controlled clinical trials	United States	X	Cryotherapy|Humans|Infant|Infant, Newborn|Infant, Premature|Matched-Pair Analysis|Outcome Assessment (Health Care)|Prospective Studies|Randomized Controlled Trials as Topic|Retina|Retinopathy of Prematurity|Severity of Illness Index|Visual Acuity
P15180141	2004	Canadian journal of ophthalmology. Journal canadien d'ophtalmologie	Canada	X	Aged|Aged, 80 and over|Anti-Inflammatory Agents, Non-Steroidal|Cataract Extraction|Double-Blind Method|Drug Therapy, Combination|Female|Humans|Ketorolac Tromethamine|Macular Edema|Male|Prednisolone|Prodrugs|Treatment Outcome|Vision, Ocular
P15180835	2004	Clinical & experimental ophthalmology	Australia	X	Cryotherapy|Female|Gestational Age|Humans|Infant, Newborn|Infant, Very Low Birth Weight|Laser Coagulation|Male|Prognosis|Prospective Studies|Retinopathy of Prematurity|Visual Acuity
P15205238	2004	The British journal of ophthalmology	England	X	Adolescent|Adult|Aged|Aged, 80 and over|Diabetic Retinopathy|Female|Fluorescein Angiography|Fovea Centralis|Humans|Image Processing, Computer-Assisted|Male|Middle Aged|Optic Disk|Photography|Pupil|Reproducibility of Results|Retinal Vessels|Sensitivity and Specificity
P15213039	2004	The American journal of clinical nutrition	United States	X	Adult|Area Under Curve|Biological Availability|Cross-Over Studies|Daucus carota|Dietary Supplements|Double-Blind Method|Female|Humans|Intestinal Absorption|Lutein|Macular Degeneration|Male|Metabolic Clearance Rate|Plants, Genetically Modified|beta Carotene
P15228505	2004	Ophthalmic & physiological optics : the journal of the British College of Ophthalmic Opticians (Optometrists)	England	X	Adult|Aged|Aged, 80 and over|Female|Humans|Macular Degeneration|Male|Middle Aged|Ophthalmology|Sensory Aids|Vision, Low
P15234130	2004	Ophthalmology	United States	X	Aged|Aged, 80 and over|Contrast Sensitivity|Cross-Sectional Studies|Disease Progression|Female|Humans|Laser Coagulation|Macular Degeneration|Male|Middle Aged|National Institutes of Health (U.S.)|Ophthalmology|Quality of Life|Questionnaires|Risk Factors|Sickness Impact Profile|United States|Vision Disorders|Visual Acuity
P15234276	2004	American journal of ophthalmology	United States	X	Aged|Coloring Agents|Epiretinal Membrane|Female|Follow-Up Studies|Humans|Macula Lutea|Male|Prospective Studies|Retinal Diseases|Treatment Outcome|Trypan Blue|Visual Acuity|Vitrectomy
P15234287	2004	American journal of ophthalmology	United States	X	Aged|Aged, 80 and over|Choroidal Neovascularization|Female|Fluorescein Angiography|Health Status|Humans|Macular Degeneration|Male|Middle Aged|National Institutes of Health (U.S.)|Quality of Life|Questionnaires|Sickness Impact Profile|United States|Visual Acuity
P15234290	2004	American journal of ophthalmology	United States	X	Adult|Anti-Inflammatory Agents, Non-Steroidal|Aspirin|Cluster Analysis|Color Perception Tests|Color Vision Defects|Combined Modality Therapy|Diabetic Retinopathy|Female|Fourier Analysis|Humans|Laser Coagulation|Male|Middle Aged
P15249363	2004	Archives of ophthalmology	United States	X	Axons|Basement Membrane|Coloring Agents|Electroretinography|Female|Fluorescein Angiography|Humans|Indocyanine Green|Male|Middle Aged|Pigment Epithelium of Eye|Prospective Studies|Retinal Ganglion Cells|Retinal Perforations|Staining and Labeling|Tomography, Optical Coherence|Visual Acuity|Vitrectomy
P15259296	2004	Current eye research	England	X	Adolescent|Adult|Aged|Aged, 80 and over|Analgesics, Opioid|Anti-Inflammatory Agents, Non-Steroidal|Delayed-Action Preparations|Dipyrone|Double-Blind Method|Drug Therapy, Combination|Female|Humans|Infusions, Intravenous|Male|Middle Aged|Ophthalmologic Surgical Procedures|Oxycodone|Pain, Postoperative|Prospective Studies|Retinal Diseases|Tramadol
P15288990	2004	Ophthalmology	United States	X	Aged|Anesthesia, General|Antiemetics|Choroidal Neovascularization|Double-Blind Method|Droperidol|Drug Therapy, Combination|Female|Humans|Indoles|Male|Middle Aged|Nausea|Postoperative Complications|Quinolizines|Retinal Diseases|Safety|Vitrectomy|Vomiting
P15300074	2004	Retina (Philadelphia, Pa.)	United States	X	Aged|Counterpulsation|Female|Hemodilution|Humans|Laser-Doppler Flowmetry|Male|Middle Aged|Prospective Studies|Regional Blood Flow|Reperfusion|Reperfusion Injury|Retina|Retinal Artery Occlusion|Visual Acuity
P15307713	2004	Zhongguo Zhong xi yi jie he za zhi Zhongguo Zhongxiyi jiehe zazhi = Chinese journal of integrated traditional and Western medicine / Zhongguo Zhong xi yi jie he xue hui, Zhongguo Zhong yi yan jiu yuan zhu ban	China	X	Adolescent|Adult|Combined Modality Therapy|Drugs, Chinese Herbal|Female|Humans|Laser Coagulation|Male|Middle Aged|Phytotherapy|Retinal Detachment
P15309484	2004	Der Ophthalmologe : Zeitschrift der Deutschen Ophthalmologischen Gesellschaft	Germany	X	Choroidal Neovascularization|Fluorescein Angiography|Follow-Up Studies|Hematoporphyrin Photoradiation|Humans|Image Processing, Computer-Assisted|Imaging, Three-Dimensional|Macular Degeneration|Porphyrins|Treatment Outcome
P15317700	2004	The British journal of ophthalmology	England	X	Administration, Oral|Anti-Inflammatory Agents|Blood-Aqueous Barrier|Female|Glucocorticoids|Humans|Injections, Intravenous|Macular Edema|Male|Methylprednisolone|Middle Aged|Phacoemulsification|Postoperative Complications|Prednisolone|Preoperative Care|Treatment Outcome|Uveitis|Visual Acuity
P15317711	2004	The British journal of ophthalmology	England	X	Adult|Aged|Aged, 80 and over|Diabetic Retinopathy|Female|Humans|Laser Coagulation|Macular Edema|Male|Middle Aged|Pilot Projects|Prospective Studies|Reoperation|Retina|Tomography, Optical Coherence|Treatment Outcome|Visual Acuity
P15364166	2004	Diabetes research and clinical practice	Ireland	X	Angiotensin Receptor Antagonists|Benzimidazoles|Biphenyl Compounds|Creatinine|Diabetes Mellitus, Type 2|Diabetic Nephropathies|Diabetic Neuropathies|Diabetic Retinopathy|Dose-Response Relationship, Drug|Double-Blind Method|Female|Humans|Japan|Male|Middle Aged|Peptidyl-Dipeptidase A|Placebos|Polymorphism, Genetic|Proteinuria|Tetrazoles
P15364708	2004	Archives of ophthalmology	United States	X	Administration, Oral|Adolescent|Adult|Docosahexaenoic Acids|Double-Blind Method|Drug Therapy, Combination|Electroretinography|Female|Humans|Male|Middle Aged|Pilot Projects|Retinitis Pigmentosa|Vision Disorders|Visual Fields|Vitamin E
P15364709	2004	Archives of ophthalmology	United States	X	Administration, Oral|Adolescent|Adult|Docosahexaenoic Acids|Double-Blind Method|Drug Therapy, Combination|Electroretinography|Erythrocyte Membrane|Female|Humans|Male|Middle Aged|Phosphatidylethanolamines|Retina|Retinitis Pigmentosa|Vision Disorders|Visual Fields|Vitamin E
P15452093	2004	Investigative ophthalmology & visual science	United States	X	Adult|Blood Glucose|Cross-Over Studies|Diabetes Mellitus, Type 1|Diabetic Retinopathy|Electroretinography|Female|Glucose Clamp Technique|Humans|Hyperglycemia|Male|Retina
P15480108	2004	Journal of hypertension	England	X	Adenoma|Adrenal Gland Neoplasms|Adult|Aged|Aged, 80 and over|Amiloride|Antihypertensive Agents|Cross-Over Studies|Drug Combinations|Drug Resistance|Female|Humans|Hydrochlorothiazide|Hyperaldosteronism|Hypertension|Male|Middle Aged|Mineralocorticoid Receptor Antagonists|Potassium|Prevalence|Prospective Studies|Renin|Retinal Diseases
P15489491	2004	The British journal of ophthalmology	England	X	Activities of Daily Living|Adaptation, Psychological|Aged|Aged, 80 and over|Female|Home Care Services|Humans|Macular Degeneration|Male|Quality of Life|Self-Assessment|Sensory Aids|Treatment Outcome|Vision, Low
P15496045	2004	Journal of the American Pharmacists Association : JAPhA	United States	X	Aged|Aged, 80 and over|Capsules|Color|Cross-Over Studies|Deglutition|Dietary Supplements|Female|Humans|Macular Degeneration|Male|Middle Aged|Patient Satisfaction|Tablets
P15498605	2004	Antiviral research	United States	X	AIDS-Related Opportunistic Infections|Adult|Antibodies, Monoclonal|Antiviral Agents|Cytomegalovirus|Cytomegalovirus Retinitis|Double-Blind Method|Drug Therapy, Combination|Female|Foscarnet|Ganciclovir|Humans|Male|Treatment Outcome|Viral Envelope Proteins
P15522362	2004	Ophthalmology	United States	X	Aged|Aged, 80 and over|Choroidal Neovascularization|Contrast Sensitivity|Female|Fluorescein Angiography|Fovea Centralis|Humans|Intraoperative Complications|Macular Degeneration|Male|Middle Aged|National Institutes of Health (U.S.)|Ophthalmologic Surgical Procedures|Reading|Treatment Outcome|United States|Visual Acuity
P15522363	2004	Ophthalmology	United States	X	Aged|Aged, 80 and over|Choroidal Neovascularization|Female|Fluorescein Angiography|Fovea Centralis|Health Status|Humans|Macular Degeneration|Male|Middle Aged|National Institutes of Health (U.S.)|Quality of Life|Questionnaires|Sensitivity and Specificity|United States|Visual Acuity
P15522364	2004	Ophthalmology	United States	X	Aged|Aged, 80 and over|Choroid Hemorrhage|Choroidal Neovascularization|Contrast Sensitivity|Female|Fluorescein Angiography|Follow-Up Studies|Humans|Intraoperative Complications|Macular Degeneration|Male|Middle Aged|Reading|Treatment Outcome|Visual Acuity
P15522365	2004	Ophthalmology	United States	X	Aged|Aged, 80 and over|Choroid Hemorrhage|Choroidal Neovascularization|Female|Follow-Up Studies|Health Status|Humans|Macular Degeneration|Male|Middle Aged|National Institutes of Health (U.S.)|Quality of Life|Questionnaires|United States|Visual Acuity
P15522370	2004	Ophthalmology	United States	X	Aged|Diabetic Retinopathy|Double-Blind Method|Female|Glucocorticoids|Humans|Injections|Laser Coagulation|Macular Edema|Male|Prospective Studies|Safety|Treatment Failure|Treatment Outcome|Triamcinolone Acetonide|Visual Acuity|Vitreous Body
P15531318	2004	American journal of ophthalmology	United States	X	Aged|Aged, 80 and over|Choroidal Neovascularization|Dose Fractionation|Female|Fluorescein Angiography|Follow-Up Studies|Humans|Macular Degeneration|Male|Middle Aged|Photography|Pilot Projects|Prospective Studies|Safety|Treatment Outcome|Visual Acuity
P15534123	2004	Archives of ophthalmology	United States	X	Adrenergic beta-Antagonists|Angiotensin-Converting Enzyme Inhibitors|Atenolol|Blood Glucose|Blood Pressure|Captopril|Cataract Extraction|Diabetes Mellitus, Type 2|Diabetic Retinopathy|Disease Progression|Female|Humans|Hypertension, Renal|Laser Coagulation|Male|Middle Aged|Prospective Studies|Risk Factors|Vision Disorders|Vitreous Hemorrhage
