name	uid	treepos	children
Palmitic Acids	D010169	D10.251.694	D010168|D019308
Palmitoyl-CoA Hydrolase	D010170	D08.811.277.352.897.700	
Palmitoyl Coenzyme A	D010171	D03.633.100.759.646.138.382.300.700|D08.211.211.300.700|D10.251.694.600.500|D13.695.667.138.382.300.700|D13.695.827.068.382.300.700	
Palmitoylcarnitine	D010172	D02.092.877.883.099.700	
Palpation	D010173	E01.370.600.600	D051517
Pamphlets	D010174	L01.178.682.707	
Pan American Health Organization	D010175	N03.540.514.718.800.628	
Panama	D010176	Z01.107.169.772	D010177
Panama Canal Zone	D010177	Z01.107.169.772.584|Z01.586.744	
Pancoast Syndrome	D010178	C04.588.894.797.520.734|C08.381.540.734|C08.785.520.734	
Pancreas	D010179	A03.734	D010183|D007515|D046790
Pancreatectomy	D010180	E04.210.752	
Pancreatic Cyst	D010181	C04.182.640|C06.689.500	D010192
Pancreatic Diseases	D010182	C06.689	D010190|D010181|D010195|D010185|D044903|D010188|D003550
Pancreatic Ducts	D010183	A03.734.667	
Pancreatic Extracts	D010184	D20.777.500	D020799|D010194
Pancreatic Fistula	D010185	C06.267.775|C06.689.583|C23.300.575.185.775	
Pancreatic Function Tests	D010186	E01.370.372.600	
Pancreatic Hormones	D010187	D06.472.699.587|D12.644.548.586	D052336|D010191|D061385|D058228|D013004
Exocrine Pancreatic Insufficiency	D010188	C06.689.276	
Pancreatic Juice	D010189	A12.200.567	
Pancreatic Neoplasms	D010190	C04.588.274.761|C04.588.322.475|C06.301.761|C06.689.667|C19.344.421	D018273|D007516|D021441
Pancreatic Polypeptide	D010191	D06.472.699.587.700|D12.644.400.600|D12.644.548.586.700|D12.776.631.650.600	
Pancreatic Pseudocyst	D010192	C04.182.640.692|C06.689.500.692	
Pancreaticojejunostomy	D010193	E04.035.703|E04.210.762	
Pancreatin	D010194	D08.811.277.610|D20.777.500.720	
Pancreatitis	D010195	C06.689.750	D019512|D050500|D019283|D055589
Pancreatic Elastase	D010196	D08.811.277.656.300.760.560|D08.811.277.656.959.350.560	D019272
Pancuronium	D010197	D04.210.500.054.040.685	
Pancytopenia	D010198	C15.378.700	
Panic	D010200	F01.470.361.585	
Panniculitis, Nodular Nonsuppurative	D010201	C17.300.710.500|C17.800.566.500	
Panophthalmitis	D010202	C01.252.354.900.675|C01.539.375.354.900.675|C01.539.375.450.900.675|C01.703.343.900.675|C11.294.354.900.675|C11.294.450.900.675|C11.941.879.960.580	
Panstrongylus	D010203	B01.050.500.131.617.412.420.700.850.600	
Pantetheine	D010204	D02.886.489.700	
Pantothenic Acid	D010205	D02.478.520|D12.125.042.070.500	
Papain	D010206	D08.811.277.656.262.500.585|D08.811.277.656.300.200.585	
Papaver	D010207	B01.650.940.800.575.100.795.500	
Papaverine	D010208	D03.132.098.666|D03.132.577.750|D03.633.100.531.085.666	D013765
Paper	D010209	J01.637.650	
Papillary Muscles	D010210	A02.633.580.680|A07.541.510.619|A07.541.704.750	
Papilledema	D010211	C10.292.700.900|C11.640.710	
Papilloma	D010212	C04.557.470.700.600	D018308
Papillon-Lefevre Disease	D010214	C16.320.850.475.600|C17.800.428.435.600|C17.800.827.475.600	
Papio	D010215	B01.050.150.900.649.801.400.112.199.120.610	D048529|D048531|D048530|D048548|D048549
Phlebotomus Fever	D010217	C02.081.700|C02.782.147.700	
Papua New Guinea	D010219	Z01.639.760.590.715	
Para-Aortic Bodies	D010220	A06.224.636	
Parainfluenza Virus 1, Human	D010222	B04.820.455.600.650.700.715	
Parainfluenza Virus 2, Human	D010223	B04.820.455.600.650.750.715	
Parainfluenza Virus 3, Human	D010224	B04.820.455.600.650.700.735	
Parabens	D010226	D02.241.223.100.300.460|D02.241.511.390.460|D02.455.426.559.389.127.281.460|D02.455.426.559.389.657.410.460	
Parabiosis	D010227	E05.660	D003427
Paracoccidioides	D010228	B01.300.381.648	
Paracoccidioidomycosis	D010229	C01.703.700	
Paracoccus	D010230	B03.440.400.425.600|B03.660.050.750.600	D010231|D042084
Paracoccus denitrificans	D010231	B03.440.400.425.600.380|B03.660.050.750.600.125	
Paraffin	D010232	D02.455.612	
Paraganglia, Chromaffin	D010233	A06.224.736	
Paraganglia, Nonchromaffin	D010234	A08.675.650.915.500.600|A08.800.950.500.600|A11.671.650.915.500.600	D043485|D001016|D002344|D005924
Paraganglioma	D010235	C04.557.465.625.650.700|C04.557.580.625.650.700	D010236|D010673
Paraganglioma, Extra-Adrenal	D010236	C04.557.465.625.650.700.705|C04.557.580.625.650.700.705	D043604|D005925|D002345
Paragonimiasis	D010237	C03.335.865.741	
Paragonimus	D010238	B01.050.500.500.736.715.800.610	D048492
Paraguay	D010239	Z01.107.757.656	
Parakeets	D010240	B01.050.150.900.248.710.672.650	D046409|D046408
Parakeratosis	D010241	C17.800.428.736	
Paraldehyde	D010242	D02.047.064.586	
Paralysis	D010243	C10.597.622|C23.888.592.636	D010264|D018589|D020828|D011782|D006429|D005158|D009886|D012133|D014826
Bulbar Palsy, Progressive	D010244	C10.574.562.300|C10.668.467.300	
Paralyses, Familial Periodic	D010245	C05.651.701|C10.668.491.650|C16.320.565.618.711|C18.452.648.618.711	D020514|D020513
Paralysis, Obstetric	D010246	C16.614.131.587|C26.141.587	
Paramecium	D010247	B01.043.185.650.375.550.637	D016805|D048489|D048488
Paramethasone	D010248	D04.210.500.745.432.769.692|D04.210.500.908.727	
Parametritis	D010249	C13.351.500.056.750.750	
Paramphistomatidae	D010250	B01.050.500.500.736.715.600	
Paramyxoviridae	D010252	B04.820.455.600	D018099|D018098
Respirovirus Infections	D010253	C02.782.580.600.600	D012766
Paranasal Sinus Diseases	D010254	C08.460.692|C09.603.692	D010255|D012852
Paranasal Sinus Neoplasms	D010255	C04.588.443.665.650.693|C08.460.669.693|C08.460.692.503|C08.785.600.693|C09.603.669.693|C09.603.692.503|C09.647.685.693	D008444
Paranasal Sinuses	D010256	A04.531.621	D008443|D005005|D013101|D005626
Paraneoplastic Syndromes	D010257	C04.730	D059545|D020361|D009384
Paranoid Behavior	D010258	F01.145.126.962	
Paranoid Disorders	D010259	F03.700.450	
Paranoid Personality Disorder	D010260	F03.675.600	
Paraoxon	D010261	D02.705.400.650	
Paraphilic Disorders	D010262	F03.657	D008398|D005084|D005329|D010378|D012448|D014843|D014190
Paraphimosis	D010263	C12.294.494.684.587	
Paraplegia	D010264	C10.597.622.669|C23.888.592.636.637	D018437
Paraproteinemias	D010265	C15.378.147.780|C20.683.780	D008258|D003449|D016878|D006362|D009101|D008998
Paraproteins	D010266	D12.776.124.486.485.900|D12.776.124.790.651.900|D12.776.377.715.548.900	D011750|D009194|D003450|D001536
Parapsoriasis	D010267	C17.800.859.575	D017514
Parapsychology	D010268	F02.550|F04.096.462|H01.770.644.364	D013688
Paraquat	D010269	D03.383.725.762.621	
Parasite Egg Count	D010270	E01.370.225.932.600|E05.200.932.600	
Parasites	D010271	B01.050.500.714	
Parasitic Diseases	D010272	C03	D011528|D008174|D015822|D015597|D007411|D020807|D006373|D018512|D009894|D060085|D050738|D010273|D008109|D015047|D012876
Parasitic Diseases, Animal	D010273	C03.701|C22.674	D006374|D011529
Parasitology	D010274	H01.158.273.688	D016266
Parasympathetic Nervous System	D010275	A08.800.050.600	D005154|D005726|D014630|D017777|D005930|D009802
Parasympatholytics	D010276	D27.505.696.663.050.650	
Parasympathomimetics	D010277	D27.505.696.663.050.675	
Parathion	D010278	D02.705.400.625.600|D02.705.539.345.600|D02.886.300.692.600	D008743
Parathyroid Diseases	D010279	C19.642	D007011|D010282|D006961
Parathyroid Glands	D010280	A06.407.560	
Parathyroid Hormone	D010281	D06.472.699.590|D12.644.548.587	D019379
Parathyroid Neoplasms	D010282	C04.588.322.525|C04.588.443.680|C19.344.525|C19.642.713	
Paratuberculosis	D010283	C01.252.410.040.552.588|C22.688	
Paratyphoid Fever	D010284	C01.252.400.310.821.438	
Pseudocowpox Virus	D010285	B04.280.650.160.670.650	
Paraventricular Hypothalamic Nucleus	D010286	A08.186.211.464.497.342.400|A08.186.211.730.317.357.342.400	
Parent-Child Relations	D010287	F01.829.263.370.290	D005219|D009034
Parenteral Nutrition	D010288	E02.421.505|E02.642.500.505	D010289|D016331
Parenteral Nutrition, Total	D010289	E02.421.505.575|E02.642.500.505.750	D016562
Parents	D010290	F01.829.263.500.320|I01.880.853.150.500.340|M01.620	D009035|D013533|D015406|D005220
Paresis	D010291	C10.597.636|C23.888.592.643	D020335
Paresthesia	D010292	C10.597.751.791.875|C23.888.592.763.770.875	
Pargyline	D010293	D02.092.200.650|D02.455.426.559.389.140.210.650	
Parietal Bone	D010294	A02.835.232.781.651	
Parietal Cells, Gastric	D010295	A03.556.875.875.440.708|A10.615.550.291.650|A11.436.708	
Parietal Lobe	D010296	A08.186.211.730.885.287.500.670	D013003|D065813
Paris	D010297	Z01.433.800|Z01.542.286.588	
Parity	D010298	G08.686.677|G08.686.784.769.472|N06.850.490.812.600	
Parking Facilities	D010299	J03.970.680	
Parkinson Disease	D010300	C10.228.140.079.862.500|C10.228.662.600.400|C10.574.812	
Parkinson Disease, Postencephalitic	D010301	C10.228.140.079.862.800.600|C10.228.662.600.700.500	
Parkinson Disease, Secondary	D010302	C10.228.140.079.862.800|C10.228.662.600.700	D010301|D020267
Paromomycin	D010303	D09.408.051.623.635	
Paronychia	D010304	C01.539.800.460|C17.800.529.639|C17.800.838.486	
Parotid Diseases	D010305	C07.465.815.470	D010309|D010307
Parotid Gland	D010306	A03.556.500.760.464|A10.336.779.464|A14.549.760.464	
Parotid Neoplasms	D010307	C04.588.443.591.824.695|C07.465.565.824.695|C07.465.815.470.770|C07.465.815.718.589	
Parotitis	D010309	C07.465.815.470.800|C07.465.815.793.500	D009107
Parovarian Cyst	D010310	C04.182.668|C23.300.306.500	
Parrots	D010311	B01.050.150.900.248.710.672	D046708|D010240|D046710
Parthenogenesis	D010312	G08.686.784.830.500|G15.547	D060832
Partial Pressure	D010313	G01.374.715.714	
Partial Thromboplastin Time	D010314	E01.370.225.625.115.600|E05.200.625.115.600|G09.188.660	
Particle Accelerators	D010315	E07.710.680	D017357|D017356
Particle Size	D010316	G02.712	
Partnership Practice	D010317	N04.452.758.671	D010318
Partnership Practice, Dental	D010318	N04.452.758.671.589	
Parturient Paresis	D010319	C22.695	
Parvalbumins	D010320	D12.776.034.700|D12.776.210.500.750	
Parvoviridae	D010321	B04.280.580	D019223|D019219
Parvoviridae Infections	D010322	C02.256.700	D016731|D005254|D053489|D000453
Passive Cutaneous Anaphylaxis	D010323	E01.370.225.812.871.600|E05.200.812.871.600|E05.478.594.890.600|G12.122.754	
Passive-Aggressive Personality Disorder	D010324	F03.675.625	
Pasteurella	D010325	B03.440.450.600.600|B03.660.250.550.590	D044142|D016979
Pasteurella Infections	D010326	C01.252.400.700.662	D006483
Pastoral Care	D010327	F02.784.176.560|F02.880.410	
Patch Tests	D010328	E01.370.225.812.871.610|E05.200.812.871.610|E05.478.594.890.610	
Patella	D010329	A02.835.232.043.650.624|A02.835.232.730.500	
Patents as Topic	D010330	I01.880.604.583.458.650|N03.706.535.518.650	
Paternal Age	D010331	G08.686.700	
Paternal Behavior	D010332	F01.829.263.370.330	
Paternal Deprivation	D010333	F01.829.263.370.380	
Paternity	D010334	I01.198.780.937.766	
Pathologic Processes	D010335	C23.550	D012188|D012598|D005119|D066263|D005355|D009385|D007249|D003643|D066126|D010859|D020347|D006099|D016710|D016711|D033461|D000051|D006461|D009999|D022124|D049292|D034321|D057925|D012769|D006965|D009794|D064752|D051261|D007964|D064793|D004646|D001145|D007511|D007431|D001201|D053120|D058426|D000069451|D064806|D066253|D053447|D018908|D009336|D006932|D020896|D059606|D006470|D042822|D008679|D005911|D004194|D008287|D009410|D002869|D003681|D051799|D053099|D008599|D020969|D014456|D006130|D011183
Pathology	D010336	H02.403.650	D000069338|D057089|D019113|D010340|D049429|D010338
Pathology Department, Hospital	D010337	N02.278.216.500.968.535|N04.452.442.422.535	
Pathology, Clinical	D010338	H02.403.650.500	
Pathology, Oral	D010339	E06.685|H02.163.876.506	
Pathology, Surgical	D010340	H02.403.650.510	
Pathology, Veterinary	D010341	H02.956.465	
Patient Acceptance of Health Care	D010342	N05.300.150.600	D010352|D010358|D010349|D017060|D016312
Patient Admission	D010343	E02.760.400.600|N02.421.585.400.600	
Patient Advocacy	D010344	I01.880.604.631|N03.706.678	
Patient Care Management	D010346	N04.590	D003191|D019468|D010348|D018579|D059065|D054539|D003695|D019091|D000067498|D019095
Patient Care Planning	D010347	N04.590.233.624	D032722|D019090|D019091
Patient Care Team	D010348	N04.590.715	D057209|D009746
Patient Compliance	D010349	F01.145.488.500|N05.300.150.600.600	D055118|D000067455
Patient Credit and Collection	D010350	N03.219.463.030.320	
Patient Discharge	D010351	E02.760.169.125|E02.760.400.610|N02.421.585.169.125|N02.421.585.400.610|N04.590.233.727.210.125	
Patient Dropouts	D010352	F01.145.488.600|N05.300.150.600.610	
Patient Education as Topic	D010353	I02.233.332.500|N02.421.726.407.680	D064186
Patient Escort Service	D010354	N02.421.608	
Patient Identification Systems	D010355	N04.452.653	D000069098|D057233
Patient Isolation	D010356	E02.770|N06.850.780.200.450.650	
Patient Isolators	D010357	E07.325.755	
Patient Participation	D010358	N02.421.143.262.300|N03.540.245.360.300|N05.300.150.600.620	
Patient Readmission	D010359	E02.760.400.620|N02.421.585.400.620	
Patient Transfer	D010360	E02.760.169.624|E02.760.400.630|N02.421.585.169.624|N02.421.585.400.630|N04.590.233.727.210.624	
Patients	D010361	M01.643	D007297|D002674|D010045|D002673|D000298|D000299
Patients' Rooms	D010362	N02.278.220.640	
Pattern Recognition, Automated	D010363	L01.725	D016571|D060388|D056667
Pattern Recognition, Visual	D010364	F02.463.593.524.500|F02.463.593.932.622	D000066499
Patulin	D010365	D03.383.663.663|D23.946.587.725	
Peak Expiratory Flow Rate	D010366	E01.370.386.700.660.225.600|G09.772.650.300.790	
Arachis	D010367	B01.650.940.800.575.100.401.077	
Pectins	D010368	D05.750.078.738|D09.698.670|D20.215.784.500.618	
Pectoralis Muscles	D010369	A02.633.567.775	
Pediatric Assistants	D010370	M01.526.485.067.740.750|N02.360.067.740.750	
Pediatric Nursing	D010371	H02.478.676.631|N02.421.533.691	D017283
Pediatrics	D010372	H02.403.670	D010500|D009359|D000070316
Lice Infestations	D010373	C03.858.211.465|C17.800.838.775.580	
Pediculus	D010374	B01.050.500.131.617.690.060.716	
Pedigree	D010375	E05.393.673	
Pediococcus	D010376	B03.353.750.450.737|B03.510.550.450.737	D000070016|D000070006
Pediatric Dentistry	D010377	H02.163.876.600	
Pedophilia	D010378	F03.657.600	
Peer Group	D010379	F01.829.316.483	D000067074
Peer Review	D010380	F01.829.316.549|I01.880.604.640|N03.706.700	D017712|D018024
Pelger-Huet Anomaly	D010381	C15.378.553.696|C16.320.784	
Peliosis Hepatis	D010382	C06.552.802	
Pellagra	D010383	C18.654.521.500.133.699.529	
Pelvic Bones	D010384	A02.835.232.043.825	D000077|D007512|D007085|D011630
Pelvic Exenteration	D010385	E04.584	
Pelvic Neoplasms	D010386	C04.588.699	
Pelvimetry	D010387	E01.370.378.605|E01.370.600.024.690|E05.041.690	
Pelvis	D010388	A01.923.600	D017773|D057892
Pemoline	D010389	D03.383.129.462.673	
Pemphigoid, Benign Mucous Membrane	D010390	C11.187.482|C17.800.865.670	
Pemphigoid, Bullous	D010391	C17.800.865.690|C20.111.730	
Pemphigus	D010392	C17.800.865.716|C20.111.736	
Pempidine	D010393	D03.383.621.610	
Penbutolol	D010394	D02.033.100.624.698.688|D02.033.755.624.698.688|D02.092.063.624.698.688	
Penfluridol	D010395	D03.383.621.620	
Penicillamine	D010396	D02.886.030.786|D12.125.166.786	D026423
Penicillanic Acid	D010397	D02.065.589.099.750.687|D02.886.108.750.687|D03.633.100.300.750.687	
Penicillic Acid	D010398	D02.241.081.193.839|D23.946.587.735	
Penicillin Amidase	D010399	D08.811.277.087.690	
Penicillin G	D010400	D02.065.589.099.750.750|D02.886.108.750.750|D03.633.100.300.750.750	D000667|D002228|D013408|D010402|D010401
Penicillin G Benzathine	D010401	D02.065.589.099.750.750.685|D02.886.108.750.750.685|D03.633.100.300.750.750.685	
Penicillin G Procaine	D010402	D02.065.589.099.750.750.695|D02.241.223.100.050.500.906.666|D02.455.426.559.389.127.020.937.906.666|D02.886.108.750.750.695|D03.633.100.300.750.750.695	
Penicillin Resistance	D010403	G06.099.225.500.600|G06.225.347.500.600|G07.690.773.984.269.347.500.600	D016106|D000668
Penicillin V	D010404	D02.065.589.099.750.781|D02.886.108.750.781|D03.633.100.300.750.781	
Penicillinase	D010405	D08.811.277.087.180.697	
Penicillins	D010406	D02.065.589.099.750|D02.886.108.750|D03.633.100.300.750	D013407|D008712|D000560|D010397|D010068|D010404|D013982|D003493|D010400|D009254
Penicillium	D010407	B01.300.381.662	D010408
Penicillium chrysogenum	D010408	B01.300.381.662.592	
Penile Diseases	D010409	C12.294.494	D007021|D001446|D010411|D010412|D011317|D010688
Penile Erection	D010410	G08.686.784.717	
Penile Induration	D010411	C12.294.494.508|C17.300.715	
Penile Neoplasms	D010412	C04.588.945.440.715|C12.294.260.500|C12.294.494.591|C12.758.409.500	
Penis	D010413	A05.360.444.492	D052816|D014521
Pennsylvania	D010414	Z01.107.567.875.075.550|Z01.107.567.875.350.550|Z01.107.567.875.500.550	D015143
Pensions	D010415	N01.824.417.510	D019461
Pentachlorophenol	D010416	D02.455.426.559.389.657.190.633	
Pentaerythritol Tetranitrate	D010417	D02.033.455.706.690	
Pentagastrin	D010418	D06.472.317.413.593|D12.644.456.716	
Pentamidine	D010419	D02.078.100.700	
Pentanes	D010420	D02.455.326.146.770	
Pentanoic Acids	D010421	D02.241.081.944.509|D10.251.400.895.593	D014635|D015248
Pentanones	D010422	D02.522.720	
Pentazocine	D010423	D03.132.577.249.106.700|D04.615.723.795.106.700	
Pentobarbital	D010424	D03.383.742.698.253.593	
Pentolinium Tartrate	D010425	D03.383.773.700	
Pentosan Sulfuric Polyester	D010426	D02.886.645.655.424|D09.698.682	
Pentose Phosphate Pathway	D010427	G02.111.158.875|G03.191.875|G03.295.693|G03.493.695	
Pentosephosphates	D010428	D09.894.643	D010754|D012267|D012274
Pentoses	D010429	D09.546.627	D014994|D001089|D012266|D014996
Pentosyltransferases	D010430	D08.811.913.400.725	D011683|D000582|D000877|D054409|D036002|D007041|D009962|D001276|D057845|D000228
Pentoxifylline	D010431	D03.633.100.759.758.824.651.700	
Pentoxyl	D010432	D03.383.742.698.875.700	
Pentylenetetrazole	D010433	D03.383.066.600	
Pepsin A	D010434	D08.811.277.656.074.500.700|D08.811.277.656.300.048.700	
Pepsinogens	D010435	D08.622.509	D020116|D020115
Pepstatins	D010436	D12.644.456.724	
Peptic Ulcer	D010437	C06.405.469.275.800|C06.405.748.586	D004942|D015043|D013276|D004381|D010439
Peptic Ulcer Hemorrhage	D010438	C06.405.227.700|C23.550.414.788.700	
Peptic Ulcer Perforation	D010439	C06.405.469.275.800.698|C06.405.748.586.698	
Peptichemio	D010440	D02.455.526.728.650.594.690|D12.644.456.726	
Peptide Chain Elongation, Translational	D010441	G02.111.660.871.640|G03.734.871.640	
Peptide Chain Initiation, Translational	D010442	G02.111.660.871.650|G03.734.871.650	
Peptide Chain Termination, Translational	D010443	G02.111.660.871.720|G03.734.871.720	
Peptide Elongation Factor Tu	D010444	D08.811.277.040.330.300.100.700|D12.776.157.325.150.700|D12.776.835.700.350.700	
Peptide Elongation Factors	D010445	D12.776.835.700	D020963
Peptide Fragments	D010446	D12.644.541	D007128
Peptide Hydrolases	D010447	D08.811.277.656	D057055|D057056|D057057|D046988|D020689|D049069|D043484|D045726|D002403|D010450
Peptide Initiation Factors	D010448	D12.776.835.725	D039642|D039662
Peptide Mapping	D010449	E05.196.181.400.454.720|E05.196.401.319.720|E05.196.700|E05.393.760.705.685	D023302
Endopeptidases	D010450	D08.811.277.656.300	D053829|D057065|D008666|D003030|D016282|D064570|D001954|D003546|D013300|D012697
Peptide PHI	D010451	D06.472.699.592|D12.644.400.610|D12.644.548.592|D12.776.631.650.610	
Peptide Biosynthesis	D010452	G02.111.660|G03.734	D046908|D014176|D049148
Peptide Synthases	D010453	D08.811.464.259.850	D005981|D005721
Peptide Termination Factors	D010454	D12.776.835.862	
Peptides	D010455	D12.644	D010748|D011107|D011097|D053491|D011099|D012471|D009201|D016229|D021382|D004870|D052158|D023181|D057846|D055666|D056925|D004486|D000072235|D010456|D002766|D054848|D005345|D005344|D004214|D006020|D019151|D057771|D015843|D000071162|D036341|D019483|D009479|D036361|D034444|D019396|D026261|D047908|D009842|D000068717|D018999|D010446
Peptides, Cyclic	D010456	D04.345.566|D12.644.641	D004758|D002207|D003609|D014756|D025361|D005291|D054714|D047169|D009158|D011113|D003524|D014449|D017576|D000546|D001414|D004448|D013883|D045333|D047630|D052998|D009561|D000408|D015282|D010590
Peptidoglycan	D010457	D09.400.420.700|D09.698.718.594|D12.644.233.594|D12.776.395.560.800|D23.050.161.616.594	
Peptidyl Transferases	D010458	D08.811.913.050.200.700	
Peptococcaceae	D010459	B03.353.625.782|B03.510.400.562	D010460|D045859|D045858
Peptococcus	D010460	B03.353.625.782.593|B03.510.400.562.593	
Peptones	D010461	D12.776.719	
Peptostreptococcus	D010462	B03.353.625.798|B03.510.400.625	
Peracetic Acid	D010463	D02.241.081.018.664	
Perazine	D010464	D02.886.369.575|D03.633.300.741.575	
Perception	D010465	F02.463.593	D065812|D001307|D013028|D058748|D007088|D004538|D003867|D013998|D014796|D005556|D012684|D012683|D005364|D014892|D001828|D004192|D055698|D046709|D012938|D012858|D010469|D055696|D055697
Perceptual Closure	D010466	F02.463.593.932.677	
Perceptual Defense	D010467	F01.393.628	
Perceptual Disorders	D010468	C10.597.606.762|C23.888.592.604.764|F01.700.750	D001308|D007088|D062026|D010591|D000377|D066190|D006212
Perceptual Distortion	D010469	F02.463.593.603	
Perceptual Masking	D010470	F02.463.593.071.594|F02.463.593.932.733	
Perches	D010471	B01.050.150.900.493.602.600	
Perchlorates	D010472	D01.029.260.650|D01.210.675	
Perciformes	D010473	B01.050.150.900.493.602	D010471|D023681|D021541|D001492|D014413
Percussion	D010474	E01.370.600.610	
Perfume	D010476	D27.720.269.700	
Perfusion	D010477	E05.680	D015424
Chemotherapy, Cancer, Regional Perfusion	D010478	E02.319.267.200|E04.292.425	
Pergolide	D010479	D03.132.327.287.800|D03.633.400.439.800	
Perhexiline	D010480	D03.383.621.644	
Perianal Glands	D010481	A13.734	
Periapical Abscess	D010482	C01.539.830.025.650|C07.320.830.700.700|C07.465.714.306.700.700|C07.465.714.533.487.700	
Periapical Diseases	D010483	C07.320.830|C07.465.714.306	D011842|D010485
Periapical Granuloma	D010484	C07.320.830.700.740|C07.465.714.306.700.740|C07.465.714.533.487.740	
Periapical Periodontitis	D010485	C07.320.830.700|C07.465.714.306.700|C07.465.714.533.487	D010484|D010482
Periapical Tissue	D010486	A14.549.167.646.700	
Periaqueductal Gray	D010487	A08.186.211.132.659.413.875.595	
Polyarteritis Nodosa	D010488	C14.907.940.090.720|C14.907.940.897.500|C17.800.862.625	
Periarthritis	D010489	C05.550.114.678|C05.550.251.595	
Pericardial Effusion	D010490	C14.280.695	
Pericardial Window Techniques	D010491	E04.035.720|E04.100.376.730|E04.928.220.600	
Pericardiectomy	D010492	E04.100.376.735|E04.928.220.605	
Pericarditis	D010493	C14.280.720	D010495|D010494
Pericarditis, Constrictive	D010494	C14.280.720.595	
Pericarditis, Tuberculous	D010495	C01.252.410.040.552.846.561.595|C01.539.190.750.595|C14.260.750.595|C14.280.720.801	
Pericardium	D010496	A07.541.795|A10.615.789.470	D000069236
Pericoronitis	D010497	C07.465.714.258.771	
Perilymph	D010498	A12.207.270.517.678	
Perinatology	D010500	H02.403.670.500	
Perinephritis	D010501	C12.777.419.685|C13.351.968.419.685	
Perineum	D010502	A01.719	
Periodic Acid-Schiff Reaction	D010503	E01.370.225.500.607.790|E01.370.225.500.620.670.615|E01.370.225.750.551.790|E05.200.500.607.790|E05.200.500.620.670.620|E05.200.750.551.790	
Periodic Acid	D010504	D01.029.260.675|D01.475.705	
Familial Mediterranean Fever	D010505	C16.320.382.625	
Periodicals as Topic	D010506	L01.178.682.829.678	
Periodicity	D010507	G01.910.645|G07.180.562	D000071217|D002940|D012621|D001683|D000071218
Periodontal Abscess	D010508	C01.539.830.025.665|C07.465.714.533.650	
Periodontal Cyst	D010509	C04.182.089.530.690.790|C05.500.470.690.790|C07.320.450.670.513|C07.465.714.470	D011842
Periodontal Diseases	D010510	C07.465.714	D014086|D014085|D010518|D057873|D010509|D016388|D017823|D005882|D055093|D010483
Periodontal Dressings	D010511	E06.721.595	
Periodontal Index	D010512	E05.318.308.980.438.300.725|E06.208.720|E06.721.658|L01.280.960.500.300.725|N05.715.360.300.800.438.300.690|N06.850.520.308.980.438.300.725|N06.890.160.215	
Periodontal Ligament	D010513	A14.549.167.646.771	
Periodontal Pocket	D010514	C07.465.714.533.750	
Periodontal Prosthesis	D010515	E06.721.721|E07.695.190.610	D010516
Periodontal Splints	D010516	E06.721.721.680	
Periodontics	D010517	E06.721|H02.163.876.623	D010515|D003777|D010511|D010512|D013357|D005893|D005890|D016557
Periodontitis	D010518	C07.465.714.533	D010514|D010520|D010485|D055113|D010508
Periodontium	D010519	A14.549.167.646	D000539|D010513|D005881|D010486|D003739|D004846
Aggressive Periodontitis	D010520	C07.465.714.533.161	
Periosteum	D010521	A10.165.265.746	
Periostitis	D010522	C01.539.160.595|C05.116.165.595	
Peripheral Nervous System Diseases	D010523	C10.668.829	D011115|D000699|D003929|D009437|D020516|D000071075|D009443|D009408|D009456|D010524|D011843|D020275|D052958|D059348|D020422|D056768|D020386|D053421|D020918|D017772|D000170
Peripheral Nervous System Neoplasms	D010524	C04.588.614.596|C10.551.775|C10.668.829.725	D018317|D003390
Peripheral Nerves	D010525	A08.800.800	D049428|D013127|D017776|D012583|D003391
Periplaneta	D010526	B01.050.500.131.617.140.580	
Perissodactyla	D010527	B01.050.150.900.649.709	D018397
Peristalsis	D010528	G10.261.360.596	
Peritoneal Cavity	D010529	A01.923.047.025.600.678	
Peritoneal Dialysis	D010530	E02.870.300.650|E02.912.800.650	D010531
Peritoneal Dialysis, Continuous Ambulatory	D010531	E02.760.106.500|E02.870.300.650.500|E02.912.800.650.500|N02.421.585.106.500	
Peritoneal Diseases	D010532	C06.844	D065666|D015436|D008641|D008640|D056627|D010534|D011027|D002915|D006465|D010538
Peritoneal Lavage	D010533	E05.927.705	
Peritoneal Neoplasms	D010534	C04.588.033.513|C04.588.274.780|C06.301.780|C06.844.620	D008639
Laparoscopy	D010535	E01.370.388.250.520|E04.502.250.520	D017081|D058733
Peritoneovenous Shunt	D010536	E04.035.735|E04.100.814.750|E04.210.790	
Peritoneum	D010537	A01.923.047.025.600|A10.615.789.596	D010529|D008643|D004312|D054048|D009852
Peritonitis	D010538	C01.539.463.600|C06.844.640	D014395|D013369
Permeability	D010539	G02.723	D009997|D009995
Permissiveness	D010541	F01.145.813.546	
Peromyscus	D010542	B01.050.150.900.649.865.635.680.510	
Peroneal Nerve	D010543	A08.800.800.720.450.760.640	
Peroxidases	D010544	D08.811.682.732	D047209|D009195|D007784|D005979|D060387|D003578|D002711|D002374|D006735|D054464|D007453
Peroxides	D010545	D01.248.497.158.685.750|D01.339.431.374|D01.650.550.750|D02.389.338	D008054|D037621|D011449|D045568|D006861|D020122|D013481
Perphenazine	D010546	D02.886.369.593|D03.633.300.741.593	
Persistent Fetal Circulation Syndrome	D010547	C08.381.423.694|C16.614.694	
Personal Health Services	D010548	N02.421.631	
Personal Satisfaction	D010549	F01.145.677	
